dužnatý;pulpy;breiig
dveře;door;Tür
dveřní;door;Tür
dvojče;twin;Zwilling
dvojčlen;two-membered;zweigliedrig
dvojhlavý;two - headed;zweiköpfig
dvojitý;double;doppelt
dvojjazýčkový;bilingual;zweisprachig
čtyřkomorový;four-chamber;Vierkammer
dvojkový;binary;binär
dvojnice;double;doppelt
dvojničin;doubles;Doppel
dvojník;double;doppelt
dvojníkův;double;doppelt
dvojnohý;biped;Zweibeiner
trojplošník;triplane;Dreidecker
dvojpólový;bipolar;bipolar
hláska;catchphrase;Schlagwort
dvojsmysl;ambiguity;Mehrdeutigkeit
dvojstupňový;two - stage;zweistufig
dvojtečka;colon;Doppelpunkt
hvězda;star;Stern
mocnina;power;Energie
osmiverší;octopus;Krake
dvojzpěv;duet;Duett
dvorana;hall;Halle
dvorec;court;Gericht
dvorek;yard;Garten
dvorský;courtly;höfisch
dvořan;courtier;Höfling
dvořanský;courtier;Höfling
dvořanův;courtier;Höfling
dvoukolka;handcart;Handwagen
dvoukolý;two-wheeled;zweirädrig
dvouměsíčník;bimonthly;zweimonatlich
dvounohý;biped;Zweibeiner
dvouřadový;double row;Doppelreihe
dvoustrannější;bilateral;zweiseitig
dvoutaktní;two-stroke;Zweitakt
dýha;veneer;Furnier
dychtivý;eager;erpicht
dýka;dagger;Dolch
dým;smoke;Rauch
dymián;smoke;Rauch
dynamický;dynamic;dynamisch
dynamičtější;more dynamic;dynamischer
dynamo;dynamo;Dynamo
dynastie;dynasty;Dynastie
dýně;pumpkin;Kürbis
džbán;pitcher;Krug
džber;pail;Eimer
džentlmen;gentleman;Gentleman
džentlmenský;gentlemanly;Gentleman
džentlmenův;gentleman's;Herren
džez;jazz;Jazz
džezový;jazzy;jazzig
džin;gin;Gin
džinův;genie;Geist
džíny;jeans;Jeans
džíp;jeep;Jeep
džungle;jungle;Dschungel
ebenový;ebony;Ebenholz
ediční;editorial;redaktionell
editor;editor;Editor
editorův;editor's;des Herausgebers
efektivnější;more efficient;effizienter
efektivní;effective;Wirksam
efektnější;more effective;effektiver
efektní;effective;Wirksam
egejský;Aegean;ägäisch
egoismus;egoism;Egoismus
egoista;selfish;egoistisch
egoistův;selfish;egoistisch
echo;echo;Echo
ekliptický;ecliptic;Ekliptik
ekliptika;ecliptic;Ekliptik
ekolog;ecologist;Ökologe
ekologův;ecologist;Ökologe
mikroekonomický;microeconomic;mikroökonomisch
ekonomický;economic;wirtschaftlich
ekonomičtější;more economical;wirtschaftlicher
ekonomie;economy;Wirtschaft
ekonomika;economy;Wirtschaft
ekonom;economist;Ökonom
ekonomův;economist;Ökonom
ekvipáž;equipping;Ausrüstung
ekvivalence;equivalence;Gleichwertigkeit
ekvivalentní;equivalent;gleichwertig
elegance;elegance;Eleganz
elegán;elegant;elegant
elegantnější;more elegant;eleganter
elegantní;elegant;elegant
elegánův;elegant;elegant
elegie;elegy;Elegie
elektrický;electric;elektrisch
elektrikář;electrician;Elektriker
elektrikářův;electrician;Elektriker
elektroda;electrode;Elektrode
elektroinstalatér;electrician;Elektriker
elektroinstalatérův;electricians;Elektriker
elektrolytický;electrolytic;elektrolytisch
elektromagnetický;electromagnetic;elektromagnetisch
elektromechanik;electromechanic;Elektromechanik
elektromechanikův;electromechanic;Elektromechanik
elektromontér;electrician;Elektriker
elektromontérův;electrician;Elektriker
elektromotor;electric motor;Elektromotor
elektron;electron;Elektron
elektronický;electronic;elektronisch
elektronika;electronics;Elektronik
elektronka;vacuum tube;Vakuumröhre
elektrostatický;electrostatic;elektrostatisch
statika;statics;Statik
elektrotechnika;electrotechnics;Elektrotechnik
elektrotechnik;electrician;Elektriker
elektrotechnikův;electrical engineer;Elektroingenieur
elektřina;electricity;Elektrizität
elementární;elementary;elementar
elevace;elevation;Elevation
elf;elf;Elf
elipsa;ellipse;Ellipse
elisejský;Elisha;Elisa
elita;elite;Elite
elongace;elongation;Verlängerung
emancipace;emancipation;Emanzipation
emeritní;emeritus;Emeritus
emfatický;emphatic;nachdrücklich
emigrace;emigration;Auswanderung
eminence;eminence;Eminenz
eminentnější;more eminent;bedeutender
eminentní;eminent;herausragend
emír;emir;Emir
emírův;emir;Emir
emise;emission;Emission
emitor;emitter;Emitter
emoce;emotion;Emotion
emoční;emotional;emotional
empirický;empirical;empirisch
empirik;empiricist;Empiriker
empirikův;empirical;empirisch
emulace;emulation;Emulation
emulační;emulation;Emulation
emulátor;emulator;Emulator
emulze;emulsion;Emulsion
encyklopedie;encyclopedia;Enzyklopädie
energetika;energy;Energie
energie;energy;Energie
enkláva;enclave;Enklave
entropie;entropy;Entropie
epický;epic;Epos
epidemický;epidemic;Epidemie
epidemie;epidemic;Epidemie
epigram;epigram;Epigramm
epikurejec;epicurean;epikureisch
epikurejcův;Epicurean;Epikureisch
epikurejský;Epicurean;Epikureisch
epileptička;epileptic;epileptisch
epileptik;epileptic;epileptisch
epileptikův;epileptic;epileptisch
epištola;epistle;Brief
epizoda;episode;Folge
epos;epic;Epos
éra;era;Epoche
erb;coat of arms;Wappen
erbovnictví;heraldry;Heraldik
erbovní;heraldic;heraldisch
erekce;erection;Erektion
erektivita;erectivity;Erektivität
éro;era;Epoche
erotika;erotica;Erotik
erotoman;erotoman;Erotoman
erotomanův;erotomanův;erotomanův
eroze;erosion;Erosion
erupce;eruption;Eruption
erupční;eruptive;eruptiv
esejista;essayist;Essayist
esejistčin;essayist;Essayist
esejistka;essayist;Essayist
esejistův;essayist;Essayist
esej;essay;Essay
eskalátor;escalator;Rolltreppe
eskymácký;Eskimo;Eskimo
eskymo;eskymo;Eskymo
eso;ace;As
esperanto;Esperanto;Esperanto
esperantský;Esperanto;Esperanto
estetický;aesthetic;ästhetisch
estetika;aesthetics;Ästhetik
estétův;esthetic;ästhetisch
estráda;show;Show
estrádní;variety;Vielfalt
etapa;phase;Phase
etážový;storey;Stockwerk
éter;ether;Äther
éterický;ethereal;ätherisch
etický;ethical;ethisch
etika;ethics;Ethik
etiketa;label;Etikette
etnografie;ethnography;Ethnographie
etnologie;ethnology;Ethnologie
etymologie;etymology;Etymologie
eufemistický;euphemistic;euphemistisch
eufonický;euphonic;wohlklingend
eufonie;euphony;Wohlklang
eufuismus;euphemism;Euphemismus
eugenika;eugenics;Eugenik
eucharistie;Eucharist;Eucharistie
eucharistický;Eucharistic;Eucharistisch
eunuch;eunuch;Eunuch
eunuchův;eunuch's;Eunuchen
euroasijský;Eurasian;Eurasisch
evakuace;evacuation;Evakuierung
evangelický;evangelical;evangelisch
evangelík;evangelical;evangelisch
evangelíkův;evangelical;evangelisch
evangelista;evangelist;Evangelist
evangelistův;evangelistův;evangelistův
evangelium;gospel;Evangelium
eventualita;eventuality;Fall
eventuální;eventual;eventuell
evoluční;evolutionary;evolutionär
evoluta;evolution;Evolution
evropštější;more European;eher europäisch
evropský;European;europäisch
západoevropský;Western European;Westeuropäische
exaktnější;more exact;genauer
exaktní;exact;genau
exekutiva;executive;Exekutive
exekutivní;executive;Exekutive
exemplář;specimen;Probe
exhumace;exhumation;Exhumierung
existenciální;existential;existentiell
existencionalismus;existentialism;Existentialismus
existující;existing;bestehenden
exkavátor;excavator;Bagger
exkluzivnější;more exclusive;exklusiver
exkluzivní;exclusive;exklusiv
exkomunikace;excommunication;Exkommunikation
exotický;exotic;exotisch
exotičtější;more exotic;exotischer
expanze;expansion;Erweiterung
experimentálnější;more experimental;experimenteller
experimentální;experimental;Experimental-
expertiza;expertise;Sachverstand
expertův;expert;Experte
explicitní;explicit;explizit
exploze;explosion;Explosion
exponovanější;more exposed;exponierter
expozice;exposure;Exposition
expres;express;ausdrücken
expresionista;expressionist;Expressionist
expresionistův;expressionists;Expressionisten
extáze;ecstasy;Ekstase
extenzivní;extensive;umfangreich
externista;externalist;Externalist
externistův;externist's;Externisten
externí;external;extern
extrakce;extraction;Extraktion
extrapolace;extrapolation;Extrapolation
extrém;extreme;extrem
extremista;extremist;Extremist
extrémista;extremist;Extremist
extrémistův;extremists;Extremisten
extrémnější;more extreme;extremer
extrémní;extreme;extrem
facka;slap;schlagen
fádnější;duller;langweiliger
fádní;humdrum;eintönig
fakan;brat;Gör
fakanův;fakanův;fakanův
fakír;fakir;Fakir
fakírův;fakir's;Fakirs
faksimile;facsimile;Faksimile
faktor;factor;Faktor
faktorův;factors;Faktoren
faktorský;factorial;Fakultät
faktorial;factorial;Fakultät
faktura;invoice;Rechnung
fakultativní;optional;Optional
fakulta;faculty;Fakultät
falckrabě;falckrab;Falkrab
falckrabí;falckrabi;falkrabi
falešnější;more fake;eher gefälscht
falšovanější;more counterfeit;mehr gefälscht
falšovatelnější;more counterfeit;mehr gefälscht
fanatický;fanatic;Fanatiker
fanatiččin;fanatic;Fanatiker
fanatička;fanatic;Fanatiker
fanatik;fanatic;Fanatiker
fanatikův;fanatic;Fanatiker
fanatismus;fanaticism;Fanatismus
fanfára;fanfare;Fanfare
fanfarón;fanfare;Fanfare
fanfarónův;fanfarónův;fanfarónův
fanoušek;fan;Fan
fanouškův;fan's;Lüfter
fantastický;fantastic;Fantastisch
fantastičtější;more fantastic;fantastischer
fantazie;imagination;Vorstellung
faraón;pharaoh;Pharao
faraónův;Pharaoh's;Pharaos
farář;Parson;Pfarrer
farářův;pastor's;Pfarrer
farmaceutův;pharmacist;Apotheker
farmářčin;farmer's;Bauern
farmářka;farmer;Bauer
farmář;farmer;Bauer
farmářův;farmers;Bauern
farma;farm;Bauernhof
farník;parishioner;Gemeindemitglied
farníkův;parishioner;Gemeindemitglied
fasáda;facade;Fassade
fascie;fascia;Faszie
fascinace;fascination;Faszination
fascinující;fascinating;faszinierend
faseta;facet;Facette
fašismus;fascism;Faschismus
fašista;fascist;Faschist
fašistův;fascist;Faschist
neofašistický;neo-fascist;neofaschistisch
fašistický;fascist;Faschist
fašizace;fascization;Faschisierung
fatalismus;fatalism;Fatalismus
fauna;fauna;Fauna
faun;faun;Faun
faunův;faun's;Faune
fáze;phase;Phase
fazole;bean;Bohne
fazol;beans;Bohnen
fazolový;bean;Bohne
fázový;phased;phasenweise
federace;federation;Föderation
federalismus;federalism;Föderalismus
federalista;federalist;Föderalist
federální;federal;föderal
federativní;federal;föderal
feminista;feminist;Feminist
feministův;feminist;Feminist
fena;bitch;Hündin
fenka;female;weiblich
fenykl;fennel;Fenchel
feritový;ferrite;Ferrit
fermež;fermež;fermež
feromagnetický;ferromagnetic;ferromagnetisch
festival;festival;Festival
fetišismus;fetishism;Fetischismus
fetiš;fetish;Fetisch
feudalista;feudalist;feudalistisch
feudalistův;feudalist;feudalistisch
feudální;feudal;feudal
fiala;wallflower;Mauerblümchen
fialka;violet;violett
fialovější;more purple;eher lila
fialový;violet;violett
fiasko;fiasco;Fiasko
figurativní;figurative;bildlich
figurka;figurine;Figur
fikce;fiction;Fiktion
fík;fig;Feige
fíkovník;fig tree;Feigenbaum
fiktivnější;more fictional;eher fiktiv
fiktivní;fictitious;fiktiv
filiálka;branch;Zweig
filmař;filmmaker;Filmemacher
filmařův;filmmaker;Filmemacher
film;film;Film
filmovací;filming;filmen
filmovější;more cinematic;filmischer
filmový;cinematic;filmisch
filolog;philologist;Philologe
filologův;philologist;Philologe
filoložčin;philologists;Philologen
filoložka;philologist;Philologe
filosof;philosopher;Philosoph
filosofův;philosopher's;Philosophen
filosofický;philosophical;philosophisch
filozof;philosopher;Philosoph
filozofův;philosopher's;Philosophen
filozofický;philosophical;philosophisch
filtrace;filtration;Filterung
filtr;filter;Filter
filtrovanější;more filtered;stärker gefiltert
filtrující;filtering;filtern
finále;final;Finale
finalista;finalist;Finalist
finalistův;finalists;Finalisten
finalistka;finalist;Finalist
finalistčin;finalists;Finalisten
finálový;final;Finale
finální;final;Finale
financovanější;more funded;mehr finanziert
finančník;financier;Financier
finančníkův;financier's;Finanzier
finanční;financial;finanziell
fintivý;fintive;fintiv
firma;firm;Feste
fixní;fixed;Fest
flákač;slob;Schlampe
flákačův;flákačův;flákačův
flám;party;Party
flanel;flannel;Flanell
flanelový;flannel;Flanell
flegmatický;phlegmatic;phlegmatisch
flektivní;inflected;eingebogen
flétna;flute;Flöte
flétnista;flutist;Flötist
flétnistka;flutist;Flötist
flétnový;flute;Flöte
flexe;flexe;biegen
flexibilita;flexibility;Flexibilität
flexibilnější;more flexible;flexibler
flexibilní;flexible;flexibel
flexošňůra;flex cord;Flexkabel
flirtující;flirting;flirten
flór;flora;Flora
florin;florin;Gulden
flotila;fleet;Flotte
floutek;flute;Flöte
floutkův;flute;Flöte
fluktuace;fluctuation;Fluktuation
flundra;flundra;flundra
flundřin;flundrin;flundrin
fluoreskující;fluorescent;fluoreszierend
fluór;fluorine;Fluor
fólie;foil;vereiteln
folio;folio;Folio
folklór;folklore;Folklore
fond;fund;Fonds
fontána;fountain;Brunnen
formalista;formalist;Formalist
formalistův;formalist;Formalist
formalita;formality;Formalität
formálnější;more formal;formaler
formální;formal;formell
forman;forman;für Mann
formanův;formanův;formanův
forma;form;form
formulace;formulation;Formulierung
formulář;form;form
formule;formula;Formel
formulovanější;more formulated;mehr formuliert
formulovatelnější;more wordable;wortbarer
fórový;forum;Forum
fortel;knack;Talent
fórum;forum;Forum
fosílie;fossil;Fossil
fosilní;fossil;Fossil
fošna;plank;Planke
fotbal;football;Fußball
fotbalový;football;Fußball
fotbalista;footballer;Fußballer
fotbalistův;football players;Fussballspieler
fotoelektrický;photoelectric;fotoelektrisch
fotografčin;photographer;Fotograf
fotografický;photographic;fotografisch
fotografie;photo;Foto
fotografka;photographer;Fotograf
fotograf;photographer;Fotograf
fotografův;photographers;Fotografen
fotokopie;photocopy;Fotokopie
fotonka;photon;Photon
fotoreportérčin;photojournalist;Fotojournalist
fotoreportérka;photojournalist;Fotojournalist
fotoreportér;photojournalist;Fotojournalist
fotoreportérův;photojournalists;Fotojournalisten
fouňa;jackanapes;Jackanapes
fracek;fracek;fracek
frackův;frackův;frackův
frakce;faction;Fraktion
frak;tails;Schwänze
fraktura;fracture;Fraktur
frank;franc;Franc
františkán;Franciscan;Franziskaner-
františkánský;Franciscan;Franziskaner-
františkánův;Franciscan;Franziskaner-
fraška;farce;Farce
fraškovitý;farcical;Farce
fráze;phrase;Phrase
frázovitý;platitudinous;banal
fregata;frigate;Fregatte
frekvence;frequency;Frequenz
frekventovanější;more frequented;stärker frequentiert
freska;fresco;Fresko
fretka;ferret;Frettchen
frézař;milling machine;Fräse
frézařův;milling machine;Fräse
fréza;milling cutter;Fräser
frivolní;frivolous;frivol
fronta;front;Vorderseite
frygický;Phrygian;Phrygisch
fuga;fugue;Fuge
fuchsin;fuchsin;fuchsin
funkce;function;Funktion
funkcionalista;functionalist;Funktionalist
funkcionalistův;functionalists;Funktionalisten
funkcionářčin;functionary;Funktionär
funkcionářka;official;offiziell
funkcionář;functionary;Funktionär
funkcionářův;officials;Beamte
funkčnější;more functional;funktioneller
funkční;functional;funktionell
fůra;cart-load;Wagenladung
fúrie;fury;Wut
fušerství;bungling;Stümperei
futro;jamb;Pfosten
fúze;fusion;Verschmelzung
fyzický;physical;körperlich
fyzikálnější;more physical;körperlicher
fyzikální;physical;körperlich
fyzik;physicist;Physiker
fyzikův;physicist;Physiker
gabardén;gabardine;Gabardine
galaktický;galactic;galaktisch
galánčin;Galician;galizisch
galánka;galánka;Galanka
galán;gallan;Gallan
galanterní;haberdashery;Kurzwaren
galantnější;more gallant;galanter
galantní;gallant;galant
galánův;galánův;galánův
galaxie;galaxy;Galaxis
galeje;galeje;galeje
galejník;galley;Galeere
galejníkův;galejníkův;galejníkův
galerie;gallery;Galerie
galilejský;Galilean;Galiläisch
galon;gallon;Gallone
galoše;galoshes;Galoschen
galský;Gallic;Gallisch
galvanický;galvanic;galvanisch
galvanismus;galvanism;Galvanismus
gangster;gangster;Gangster
gangsterův;gangsters;Gangster
garance;warranty;Garantie
garáž;garage;Garage
gardedáma;chaperone;Begleiter
gardista;guardsman;Gardist
garnitura;garniture;Garnitur
gauč;sofa;Sofa
gauner;crook;Gauner
gaunerův;crook's;Gauner
gazela;gazelle;Gazelle
gejša;geisha;Geisha
gejzír;geyser;Geysir
generace;generation;Generation
generalita;generality;Allgemeinheit
generalizace;generalization;Verallgemeinerung
generálka;dress rehearsal;Generalprobe
generálmajor;Major General;Generalmajor
generálmajorův;Major General;Generalmajor
generální;general;Allgemeines
generál;general;Allgemeines
generálplukovník;colonel general;Generaloberst
generálplukovníkův;Colonel General;Generaloberst
generálův;generals;Generäle
generátor;generator;Generator
generátorový;generator;Generator
generovanější;more generated;mehr generiert
genetický;genetic;genetisch
geneze;genesis;Genesis
gen;gene;Gen
geniálnější;more brilliant;brillanter
geniální;ingenious;genial
genitiv;genitive;Genitiv
génius;genius;Genius
géniův;genius;Genius
geocentrický;geocentric;geozentrisch
geograf;geographer;Geograph
geografův;geographer's;Geograph
geologie;geology;Geologie
geolog;geologist;Geologe
geologův;geologist;Geologe
geometrický;geometric;geometrisch
geometrie;geometry;Geometrie
georgijský;Georgian;georgisch
germanista;Germanist;Germanist
germanistův;Germanist;Germanist
germanofil;germanophile;germanophil
germanofilův;germanophile;germanophil
germánský;Germanic;germanisch
gerundium;gerund;Gerundium
gestikulace;gesticulation;Gestik
gesto;gesture;Geste
gestor;manager;Manager
gestorův;responsible;verantwortlich
gheto;ghetto;Ghetto
gibbon;gibbon;Gibbon
gibbonův;gibbon's;Gibbons
gigantický;gigantic;riesig
gigantičtější;more gigantic;gigantischer
gilotina;guillotine;Guillotine
girlanda;garland;Girlande
gladiola;gladiola;Gladiole
glazura;glaze;Glasur
glehnův;glehnův;glehnův
globální;global;global
glóbus;globe;Globus
glosář;glossary;Glossar
glosa;gloss;Glanz
glotální;glottal;Stimmritze
glycerín;glycerine;Glyzerin
gnose;gnosis;Gnosis
gnostický;gnostic;gnostisch
gnostik;gnostic;gnostisch
gnostikův;Gnostic;Gnostiker
golem;golem;Golem
golemův;golem;Golem
golf;golf;Golf
golfový;golf;Golf
golfský;golf;Golf
gól;goal;Tor
gólman;goalkeeper;Torwart
gólmanův;goalkeepers;Torhüter
gólový;goal;Tor
gondola;gondola;Gondel
gong;gong;Gong
gorila;gorilla;Gorilla
gorilí;gorillas;Gorillas
gotický;Gothic;gotisch
gotika;Gothic;gotisch
gótský;Gothic;gotisch
graf;chart;Diagramm
grafický;graphic;Grafik
grafologie;graphology;Graphologie
grafolog;graphologist;Graphologe
grafologův;graphologist;Graphologe
grafoman;grafoman;grafoman
grafomanův;grafomanův;grafomanův
gramatika;grammar;Grammatik
gramatik;grammarian;Grammatiker
gramatikův;grammar;Grammatik
gramatička;grammar;Grammatik
gramatický;grammatical;grammatikalisch
gram;gramme;Gramm
gramofon;gramophone;Grammophon
gramotnější;more literate;gebildeter
granátník;grenadier;Grenadier
granátníkův;grenadier's;Grenadiere
grandióznější;more grandiose;grandioser
grandiózní;grandiose;grandios
granulace;granulation;Granulation
grapefruitový;grapefruit;Grapefruit
gratulace;congratulation;Glückwunsch
gravitace;gravitation;Gravitation
gril;grill;Grill
grimasa;grimace;Grimasse
grog;grog;Grog
groteska;grotesque;grotesk
groteskní;grotesque;grotesk
gulášový;goulash;Gulasch
guláš;goulash;Gulasch
gumák;mac;Mac
guma;rubber;Gummi
gumovější;rubbery;gummiartig
gumovník;rubber tree;Gummibaum
gumový;rubber;Gummi
guvernér;governor;Gouverneur
guvernérův;governor;Gouverneur
gymnasta;gymnast;Turner
gymnastika;gymnastics;Gymnastik
gynekologie;gynecology;Gynäkologie
gynekolog;gynecologist;Gynäkologe
gynekologův;gynecologist;Gynäkologe
habr;hornbeam;Hainbuche
háček;hook;Haken
hadač;snake;Schlange
hadačův;snake's;Schlange ist
hádající;guessing;raten
hádanka;puzzle;Puzzle
hádankovitý;riddle;Rätsel
hádanější;more guessed;eher vermutet
hádavější;more quarrelsome;eher streitsüchtig
hádavý;quarrelsome;zänkisch
hádě;snake;Schlange
hadice;hose;Schlauch
hádka;hassle;Ärger
hadr;rag;Lappen
hadův;snake;Schlange
hájek;grove;Hain
hák;hook;Haken
hákovitý;hooked;süchtig
halas;halas;hallo
hala;hall;Halle
halenka;blouse;Bluse
halový;indoor;drinnen
halucinace;hallucination;Halluzination
haluz;twig;Zweig
hamr;hamr;hamr
hana;hana;Hana
hanba;shame;Scham
hanebnější;more shameful;beschämender
hangár;hangar;Halle
hanlivější;more derogatory;eher abwertend
hanlivý;abusive;gewalttätig
hantýrka;jargon;Jargon
haraburdí;junk;Müll
harfa;harp;Harfe
harlekýn;harlequin;Harlekin
harlekýnův;harlequin;Harlekin
enharmonický;enharmonic;enharmonisch
harmonický;harmonic;harmonisch
harmonie;harmony;Harmonie
harmonikářčin;accordionist;Akkordeonist
harmonikářka;accordionist;Akkordeonist
harmonikář;accordionist;Akkordeonist
harmonikářův;accordionist;Akkordeonist
harmonika;harmonica;Mundharmonika
harmonium;harmonium;Harmonium
harmonogram;schedule;Plan
harpuna;harpoon;Harpune
harpyje;harpy;Harpyie
hasák;wrench;Schlüssel
hasící;fire extinguisher;Feuerlöscher
hasičský;fire brigade;Feuerwehr
hasič;fireman;Feuerwehrmann
hasičův;firefighter;Feuerwehrmann
hastrman;hastrman;hastrmann
hastrmanův;hastrmanův;hastrmanův
hastroš;scarecrow;Vogelscheuche
hastrošův;hastrošův;hastrošův
hašteřivý;cantankerous;streitsüchtig
hať;hat;Hut
hatmatilka;gobbledygook;gobbledygook
havárie;crash;Absturz
havarijnější;more emergency;mehr Notfall
havarijní;wrecking;Zerstörung
havěť;vermin;Ungeziefer
havířský;miner;Bergmann
havíř;miner;Bergmann
havířův;havířův;havířův
havraní;raven;Rabe
havranovitý;raven-like;rabenartig
havran;raven;Rabe
havranův;raven's;Raben
hazard;hazard;Gefahr
hazardní;gambling;Glücksspiel
házená;handball;Handball
hbitý;agile;agil
hebký;soft;Sanft
hebounký;fluffy;flauschige
hebrejský;Hebrew;hebräisch
hedvábí;silk;Seide
hejno;flock;Herde
hejsek;hejsek;hejsek
hejskův;hejskův;hejskův
hektický;hectic;hektisch
hektograf;hectograph;Hektograph
helénský;Hellenic;hellenisch
helikoptéra;helicopter;Hubschrauber
helma;helmet;Helm
helvetský;Helvetic;Helvetisch
hemoroid;hemorrhoid;Hämorrhoiden
heraldika;heraldry;Heraldik
herbář;herbal;Kräuter-
herbicid;herbicide;Herbizid
hercův;actors;Schauspieler
herecký;acting;Schauspielkunst
herec;actor;Schauspieler
hereččin;actress;Darstellerin
herečka;actress;Darstellerin
herka;crock;Topf
hermelín;ermine;Hermelin
herna;casino;Kasino
heroin;heroin;Heroin
herold;herald;Herold
heroldův;herald;Herold
heřmánek;chamomile;Kamille
heslo;password;Passwort
heuristický;heuristic;heuristisch
heuristika;heuristics;Heuristik
hexametr;hexameter;Hexameter
hezký;pretty;hübsch
hezoučký;dinky;süß
hezounký;cute;niedlich
hierarcha;hierarch;Hierarch
hierarchův;hierarch;Hierarch
hierarchie;hierarchy;Hierarchie
hieroglyf;hieroglyph;Hieroglyphe
histologie;histology;Histologie
historický;historically;historisch
historiččin;historian;Historiker
historička;historian;Historiker
historie;history;Geschichte
historik;historian;Historiker
historikův;historian's;Historiker
historka;story;Geschichte
hitlerovcův;Hitler's;Hitlers
hitlerovec;hitlerovec;hitlerovec
hlad;hunger;Hunger
hladítko;trowel;Kelle
hladký;smooth;glatt
hladomor;famine;Hungersnot
hladomorna;famine;Hungersnot
hladovější;hungrier;hungriger
hladovka;hunger strike;Hungerstreik
hladový;hungry;hungrig
hlahol;sound;Klang
hlasatelčin;announcer;Ansager
hlasatel;announcer;Ansager
hlasatelka;announcer;Ansager
hlasatelův;announcer;Ansager
hlásič;alarm;Alarm
hlasitější;louder;lauter
hlasitý;loud;laut
hlasivka;vocal cord;Stimmband
hlasivkový;vocal cord;Stimmband
hlasovací;voting;Wählen
hlasový;vocal;Vokal
hlava;head;Kopf
hlaveň;barrel;Fass
hlavice;head;Kopf
hlavička;header;Header
hlavičkový;header;Header
hlávka;head;Kopf
hlávkový;head;Kopf
hlavní;main;hauptsächlich
hledáček;view-finder;Sucher
hledač;finder;Finder
hledačův;seekers;Suchende
hledanější;more sought after;gefragter
hledající;looking;suchen
hledící;staring;starren
hledisko;aspect;Aspekt
hlediště;auditorium;Auditorium
hlezno;ankle;Knöchel
hlídací;guard;bewachen
hlídač;security guard;Sicherheitsbeamter
hlídačův;security guard;Sicherheitsbeamter
hlína;clay;Ton
hlíza;tuber;Knolle
hlodák;rodent;Nagetier
hlodaš;you gnaw;du nagst
hlodavcův;rodent;Nagetier
hlodavec;rodent;Nagetier
hloh;hawthorn;Weißdorn
hlomoz;din;Lärm
hloubavější;more thoughtful;nachdenklicher
hloubavý;thoughtful;nachdenklich
hloubka;depth;Tiefe
hloupější;stupider;dümmer
hloupý;stupid;dumm
hltan;pharynx;Rachen
hltavcův;hltavcův;hltavcův
hltavec;gavenger;gegebenenger
hltavý;greedy;gierig
hltoun;glutton;Vielfraß
hltounův;pharynx;Rachen
hlubič;dredger;Bagger
hlubičův;hlubičův;hlubičův
hlubokánský;deep sea;Tiefsee
hluboký;deep;tief
hlučnější;noisier;lauter
hluchavka;deafness;Taubheit
hluchoněmý;deaf mute;taubstumm
hluk;noise;Lärm
hlupáček;silly;dumm
hlupáčkův;stupid;dumm
hlupák;fool;täuschen
hlupákův;stupid;dumm
hlupcův;stupid;dumm
hlupec;fool;täuschen
hmatatelnější;more tangible;greifbarer
hmota;mass;Masse
hmotnější;more material;mehr Stoff
hmyzožravcův;insectivorous;insektenfressend
hnací;driving;Fahren
hnědák;bay horse;braunes Pferd
hnědákův;coed;Studentin
hnědavý;brownish;bräunlich
hněď;brown;braun
hnědouš;brownish;bräunlich
hnědoušův;brownish;bräunlich
hnědožlutý;khaki;khaki
hnědý;Brown;Braun
hněv;anger;Wut
hněvivý;wrathful;zornig
hnisavější;more festering;mehr eitern
hnisavý;septic;septisch
hnízdo;nest;Nest
hnojiště;manure;düngen
hňup;stupid;dumm
hňupův;stupid;dumm
hnus;disgust;der Ekel
hnutý;moved;gerührt
hoboj;oboe;Oboe
hod;throw;Wurf
hodinář;watchmaker;Uhrmacher
hodinářův;watchmaker;Uhrmacher
hodinka;watch;beobachten
hodinový;hourly;stündlich
hodnocenější;more rated;mehr bewertet
znehodnocovanější;more devalued;mehr abgewertet
znehodnocující;devaluing;abwertend
hodnostář;dignitary;Würdenträger
hodnostářův;dignitaries;Würdenträger
protihodnota;equivalent;gleichwertig
hodnotnější;more valuable;wertvoller
hodnotový;value;Wert
hodnější;better;besser
shodující;matching;passend
uhodnutější;more determined;entschlossener
uhodnutý;guessed;erraten
hoch;boy;Junge
hochův;boy's;Jungen
hojivější;more healing;mehr Heilung
hojivý;healing;Heilung
hojnější;more abundant;reichlicher
hokejista;hockey player;Hockey Spieler
hokejistův;hockey players;Eishockeyspieler
hokej;hockey;Eishockey
minihokej;minihokej;minihokej
antihokej;antihokej;antihokej
hokejový;hockey;Eishockey
hokus;hokus;Hokus
hokynář;grocer;Lebensmittelhändler
hokynářův;grocers;Lebensmittelgeschäft
holčičí;girl's;Mädchen
holčin;girls;Mädchen
holdingový;holding;halten
holejší;holier;heiliger
holicí;shaving;Rasieren
holič;barber;Barbier
holičův;barber's;Friseur
holínka;boot;Stiefel
holka;girl;Mädchen
holohlavý;bald;kahl
holoubek;pigeon;Taube
holoubkův;holoubkův;holoubkův
holoubě;pigeon;Taube
holubář;dovecote;Taubenschlag
holubářův;pigeon;Taube
holubice;dove;Taube
holubičin;doves;Tauben
holubičí;dove;Taube
holubí;pigeons;Tauben
holubinka;dove;Taube
holubinkový;pigeon;Taube
holubník;dovecote;Taubenschlag
holub;pigeon;Taube
holubův;pigeon;Taube
holý;bare;nackt
homilie;homilie;Predigt
